2201101,"Avelino Lopes",11840
2201150,"Baixa Grande do Ribeiro",10531
2201176,"Barra D'Alcântara",3882
2201200,"Barras",44574
2201309,"Barreiras do Piauí",3452
2201408,"Barro Duro",6852
2201507,"Batalha",26465
2201556,"Bela Vista do Piauí",3441
2201572,"Belém do Piauí",2869
2201606,"Beneditinos",9833
2201705,"Bertolínia",5455
2201739,"Betânia do Piauí",6379
2201770,"Boa Hora",6262
2201804,"Bocaina",4155
2201903,"Bom Jesus",20100
2201919,"Bom Princípio do Piauí",5429
2201929,"Bonfim do Piauí",5334
2201945,"Boqueirão do Piauí",6508
2201960,"Brasileira",7920
2201988,"Brejo do Piauí",3986
2202000,"Buriti dos Lopes",19700
2202026,"Buriti dos Montes",8046
2202059,"Cabeceiras do Piauí",9710
2202075,"Cajazeiras do Piauí",3285
2202083,"Cajueiro da Praia",7183
2202091,"Caldeirão Grande do Piauí",5784
2202109,"Campinas do Piauí",5759
2202117,"Campo Alegre do Fidalgo",4579
2202133,"Campo Grande do Piauí",5808
2202174,"Campo Largo do Piauí",6920
2202208,"Campo Maior",45827
2202251,"Canavieira",4098
2202307,"Canto do Buriti",20556
2202406,"Capitão de Campos",11142
2202455,"Capitão Gervásio Oliveira",3977
2202505,"Caracol",10643
2202539,"Caraúbas do Piauí",5526
2202554,"Caridade do Piauí",4715
2202604,"Castelo do Piauí",19082
2202653,"Caxingó",5169
2202703,"Cocal",26956
2202711,"Cocal de Telha",4652
2202729,"Cocal dos Alves",5495
2202737,"Coivaras",3907
2202752,"Colônia do Gurguéia",5865
2202778,"Colônia do Piauí",7882
2202802,"Conceição do Canindé",5064
2202851,"Coronel José Dias",4481
2202901,"Corrente",25223
2203008,"Cristalândia do Piauí",8026
2203107,"Cristino Castro",9791
2203206,"Curimatá",10658
2203230,"Currais",4669
2203271,"Curral Novo do Piauí",5040
2203255,"Curralinhos",4189
2203305,"Demerval Lobão",13173
2203354,"Dirceu Arcoverde",6915
2203404,"Dom Expedito Lopes",6721
2203453,"Dom Inocêncio",10628
