5000807;"ANAURILÂNDIA";"MS";"Centro-Oeste";" ";-22,18265;-52,71817
3200409;"ANCHIETA";"ES";"Sudeste";" ";-20,80561;-40,64766
4200804;"ANCHIETA";"SC";"Sul";" ";-26,53568;-53,33327
2901304;"ANDARAÍ";"BA";"Nordeste";" ";-12,80135;-41,32464
4101101;"ANDIRÁ";"PR";"Sul";" ";-23,05175;-50,22641
2901353;"ANDORINHA";"BA";"Nordeste";" ";-10,34424;-39,83234
3102605;"ANDRADAS";"MG";"Sudeste";" ";-22,07281;-46,57558
3502101;"ANDRADINA";"SP";"Sudeste";" ";-20,90146;-51,37885
4300661;"ANDRÉ DA ROCHA";"RS";"Sul";" ";-28,63198;-51,57374
3102803;"ANDRELÂNDIA";"MG";"Sudeste";" ";-21,73697;-44,31770
3502200;"ANGATUBA";"SP";"Sudeste";" ";-23,48399;-48,40676
3102852;"ANGELÂNDIA";"MG";"Sudeste";" ";-17,72779;-42,26645
5000856;"ANGÉLICA";"MS";"Centro-Oeste";" ";-22,15606;-53,76973
2601003;"ANGELIM";"PE";"Nordeste";" ";-8,89037;-36,28481
4200903;"ANGELINA";"SC";"Sul";" ";-27,58226;-48,98348
2901403;"ANGICAL";"BA";"Nordeste";" ";-12,00668;-44,69582
2200608;"ANGICAL DO PIAUÍ";"PI";"Nordeste";" ";-6,08724;-42,74387
1701051;"ANGICO";"TO";"Norte";" ";-6,38775;-47,86208
2400802;"ANGICOS";"RN";"Nordeste";" ";-5,66037;-36,60543
3300100;"ANGRA DOS REIS";"RJ";"Sudeste";" ";-23,00912;-44,31963
2901502;"ANGUERA";"BA";"Nordeste";" ";-12,14959;-39,24850
4101150;"ÂNGULO";"PR";"Sul";" ";-23,19290;-51,91737
5201207;"ANHANGUERA";"GO";"Centro-Oeste";" ";-18,33437;-48,21740
3502309;"ANHEMBI";"SP";"Sudeste";" ";-22,78632;-48,12693
3502408;"ANHUMAS";"SP";"Sudeste";" ";-22,29324;-51,38607
5201306;"ANICUNS";"GO";"Centro-Oeste";" ";-16,46074;-49,95907
2200707;"ANÍSIO DE ABREU";"PI";"Nordeste";" ";-9,17492;-43,03485
4201000;"ANITA GARIBALDI";"SC";"Sul";" ";-27,68378;-51,13119
4201109;"ANITÁPOLIS";"SC";"Sul";" ";-27,90989;-49,13160
1300102;"ANORI";"AM";"Norte";" ";-3,74539;-61,65896
4300703;"ANTA GORDA";"RS";"Sul";" ";-28,97088;-52,01582
2901601;"ANTAS";"BA";"Nordeste";" ";-10,41270;-38,33104
4101200;"ANTONINA";"PR";"Sul";" ";-25,43017;-48,71290
2300804;"ANTONINA DO NORTE";"CE";"Nordeste";" ";-6,77969;-39,98239
2200806;"ANTÔNIO ALMEIDA";"PI";"Nordeste";" ";-7,21936;-44,19654
2901700;"ANTÔNIO CARDOSO";"BA";"Nordeste";" ";-12,43484;-39,11866
3102902;"ANTÔNIO CARLOS";"MG";"Sudeste";" ";-21,31858;-43,75564
4201208;"ANTÔNIO CARLOS";"SC";"Sul";" ";-27,51337;-48,76496
3103009;"ANTÔNIO DIAS";"MG";"Sudeste";" ";-19,65147;-42,86955
2901809;"ANTÔNIO GONÇALVES";"BA";"Nordeste";" ";-10,57580;-40,27566
5000906;"ANTÔNIO JOÃO";"MS";"Centro-Oeste";" ";-22,19469;-55,94808
2400901;"ANTÔNIO MARTINS";"RN";"Nordeste";" ";-6,21600;-37,88574
4101309;"ANTÔNIO OLINTO";"PR";"Sul";" ";-25,98671;-50,19795
4300802;"ANTÔNIO PRADO";"RS";"Sul";" ";-28,85544;-51,28358
3103108;"ANTÔNIO PRADO DE MINAS";"MG";"Sudeste";" ";-21,01823;-42,10934
2500775;"APARECIDA";"PB";"Nordeste";" ";-6,78370;-38,08334
3502507;"APARECIDA";"SP";"Sudeste";" ";-22,84815;-45,22943
5201405;"APARECIDA DE GOIÂNIA";"GO";"Centro-Oeste";" ";-16,82215;-49,24333
5201454;"APARECIDA DO RIO DOCE";"GO";"Centro-Oeste";" ";-18,29698;-51,15149
1701101;"APARECIDA DO RIO NEGRO";"TO";"Norte";" ";-9,95588;-47,97667
5001003;"APARECIDA DO TABOADO";"MS";"Centro-Oeste";" ";-20,08502;-51,09764
3502606;"APARECIDA D'OESTE";"SP";"Sudeste";" ";-20,45085;-50,88562
3300159;"APERIBÉ";"RJ";"Sudeste";" ";-21,61942;-42,10492
3200508;"APIACÁ";"ES";"Sudeste";" ";-21,15645;-41,56338
5100805;"APIACÁS";"MT";"Centro-Oeste";" ";-9,56550;-57,39540
3502705;"APIAÍ";"SP";"Sudeste";" ";-24,51332;-48,84866
2100832;"APICUM-AÇU";"MA";"Nordeste";" ";-1,53059;-45,07665
4201257;"APIÚNA";"SC";"Sul";" ";-27,04181;-49,39164
2401008;"APODI";"RN";"Nordeste";" ";-5,66377;-37,79778
2901908;"APORÁ";"BA";"Nordeste";" ";-11,65539;-38,08000
5201504;"APORÉ";"GO";"Centro-Oeste";" ";-18,95888;-51,92807
2901957;"APUAREMA";"BA";"Nordeste";" ";-13,85323;-39,74213
4101408;"APUCARANA";"PR";"Sul";" ";-23,55159;-51,45999
1300144;"APUÍ";"AM";"Norte";" ";-7,19787;-59,88567
2300903;"APUIARÉS";"CE";"Nordeste";" ";-3,94802;-39,43042
2800209;"AQUIDABÃ";"SE";"Nordeste";" ";-10,29252;-37,02218
5001102;"AQUIDAUANA";"MS";"Centro-Oeste";" ";-20,47465;-55,79062
2301000;"AQUIRAZ";"CE";"Nordeste";" ";-3,90620;-38,38980
4201273;"ARABUTÃ";"SC";"Sul";" ";-27,15740;-52,14860
2500809;"ARAÇAGI";"PB";"Nordeste";" ";-6,85170;-35,38330
3103207;"ARAÇAÍ";"MG";"Sudeste";" ";-19,20036;-44,24692
2800308;"ARACAJU";"SE";"Nordeste";"Aracaju";-10,90722;-37,04821
3502754;"ARAÇARIGUAMA";"SP";"Sudeste";" ";-23,43004;-47,07155
2902054;"ARAÇAS";"BA";"Nordeste";" ";-12,21520;-38,19829
2301109;"ARACATI";"CE";"Nordeste";" ";-4,56707;-37,77275
2902005;"ARACATU";"BA";"Nordeste";" ";-14,42663;-41,46169
3502804;"ARAÇATUBA";"SP";"Sudeste";" ";-21,20548;-50,43923
2902104;"ARACI";"BA";"Nordeste";" ";-11,33573;-38,96096
3103306;"ARACITABA";"MG";"Sudeste";" ";-21,33927;-43,38156
2301208;"ARACOIABA";"CE";"Nordeste";" ";-4,37039;-38,80944
2601052;"ARAÇOIABA";"PE";"Nordeste";" ";-7,78564;-35,09397
3502903;"ARAÇOIABA DA SERRA";"SP";"Sudeste";" ";-23,50732;-47,58724
3200607;"ARACRUZ";"ES";"Sudeste";" ";-19,82328;-40,27622
5201603;"ARAÇU";"GO";"Centro-Oeste";" ";-16,35434;-49,68168
3103405;"ARAÇUAÍ";"MG";"Sudeste";" ";-16,85178;-42,06421
5201702;"ARAGARÇAS";"GO";"Centro-Oeste";" ";-15,89777;-52,24686
5201801;"ARAGOIÂNIA";"GO";"Centro-Oeste";" ";-16,91564;-49,45090
1701309;"ARAGOMINAS";"TO";"Norte";" ";-7,16435;-48,52343
1701903;"ARAGUACEMA";"TO";"Norte";" ";-8,80180;-49,56181
1702000;"ARAGUAÇU";"TO";"Norte";" ";-12,92558;-49,82861
5101001;"ARAGUAIANA";"MT";"Centro-Oeste";" ";-15,73124;-51,83362
1702109;"ARAGUAÍNA";"TO";"Norte";" ";-7,19133;-48,20871
5101209;"ARAGUAINHA";"MT";"Centro-Oeste";" ";-16,85755;-53,03562
1702158;"ARAGUANÃ";"TO";"Norte";" ";-6,58225;-48,64375
2100873;"ARAGUANÃ";"MA";"Nordeste";" ";-2,94913;-45,66879
5202155;"ARAGUAPAZ";"GO";"Centro-Oeste";" ";-15,08853;-50,63474
3103504;"ARAGUARI";"MG";"Sudeste";" ";-18,64827;-48,19161
1702208;"ARAGUATINS";"TO";"Norte";" ";-5,65059;-48,12351
2100907;"ARAIOSES";"MA";"Nordeste";" ";-2,88926;-41,89914
5001243;"ARAL MOREIRA";"MS";"Centro-Oeste";" ";-22,94788;-55,63076
2902203;"ARAMARI";"BA";"Nordeste";" ";-12,08818;-38,50307
4300851;"ARAMBARÉ";"RS";"Sul";" ";-30,90935;-51,50132
2100956;"ARAME";"MA";"Nordeste";" ";-4,88608;-46,01364
3503000;"ARAMINA";"SP";"Sudeste";" ";-20,08994;-47,78601
3503109;"ARANDU";"SP";"Sudeste";" ";-23,13341;-49,05098
3103603;"ARANTINA";"MG";"Sudeste";" ";-21,91610;-44,24695
3503158;"ARAPEÍ";"SP";"Sudeste";" ";-22,67480;-44,44811
2700300;"ARAPIRACA";"AL";"Nordeste";" ";-9,75591;-36,65730
1702307;"ARAPOEMA";"TO";"Norte";" ";-7,65257;-49,07564
3103702;"ARAPONGA";"MG";"Sudeste";" ";-20,66566;-42,52627
4101507;"ARAPONGAS";"PR";"Sul";" ";-23,41352;-51,43828
3103751;"ARAPORÃ";"MG";"Sudeste";" ";-18,44191;-49,19009
4101606;"ARAPOTI";"PR";"Sul";" ";-24,14657;-49,82483
3103801;"ARAPUÁ";"MG";"Sudeste";" ";-19,03386;-46,15460
4101655;"ARAPUÃ";"PR";"Sul";" ";-24,30870;-51,79132
